SHA-256, 137632, 64, 1024, 63
SHA-256, 137632, 64, 2048, 78
SHA-256, 137632, 64, 4096, 62
SHA-256, 137632, 64, 8192, 63
SHA-256, 137632, 64, 16384, 78
SHA-256, 137632, 64, 32768, 94
SHA-256, 137632, 64, 65536, 80
SHA-384, 137632, 96, 1, 7274
SHA-384, 137632, 96, 2, 3669
SHA-384, 137632, 96, 4, 1830
SHA-384, 137632, 96, 8, 917
SHA-384, 137632, 96, 16, 507
SHA-384, 137632, 96, 32, 286
SHA-384, 137632, 96, 64, 183
SHA-384, 137632, 96, 128, 117
SHA-384, 137632, 96, 256, 90
SHA-384, 137632, 96, 512, 89
SHA-384, 137632, 96, 1024, 76
SHA-384, 137632, 96, 2048, 80
SHA-384, 137632, 96, 4096, 79
SHA-384, 137632, 96, 8192, 64
SHA-384, 137632, 96, 16384, 70
SHA-384, 137632, 96, 32768, 85
SHA-384, 137632, 96, 65536, 89
SHA-512, 137632, 128, 1, 9334
SHA-512, 137632, 128, 2, 4540
SHA-512, 137632, 128, 4, 2460
SHA-512, 137632, 128, 8, 1281
SHA-512, 137632, 128, 16, 696
SHA-512, 137632, 128, 32, 342
SHA-512, 137632, 128, 64, 209
SHA-512, 137632, 128, 128, 141
SHA-512, 137632, 128, 256, 102
SHA-512, 137632, 128, 512, 83
SHA-512, 137632, 128, 1024, 67
SHA-512, 137632, 128, 2048, 63
SHA-512, 137632, 128, 4096, 63
SHA-512, 137632, 128, 8192, 69
SHA-512, 137632, 128, 16384, 62
SHA-512, 137632, 128, 32768, 79
SHA-512, 137632, 128, 65536, 82
SHA3-224, 137632, 56, 1, 4313
SHA3-224, 137632, 56, 2, 2177
SHA3-224, 137632, 56, 4, 1150
SHA3-224, 137632, 56, 8, 562
SHA3-224, 137632, 56, 16, 309
SHA3-224, 137632, 56, 32, 194
SHA3-224, 137632, 56, 64, 144
